Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
Canada,CAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2012,2146.1456017194514
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2012,42.30009842
China,CHN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2012,3.766088953544185
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2012,82.3499984738392
Germany,DEU,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2012,79.3996
Germany,DEU,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2012,85.3174
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2012,2194.904489817904
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2012,11.10000038
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2012,4.460869432430428
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2012,79.4964
Japan,JPN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2012,74.0008
Japan,JPN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2012,85.326
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2012,909.6130189847136
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2012,16.10000038
Nigeria,NGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2012,1.6458511426960036
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2012,41.0
South Africa,ZAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2012,140.1755330867714
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2012,87.4799984242111
United Kingdom,GBR,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2012,87.2662
United Kingdom,GBR,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2012,87.6888
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2012,2500.1177190751987
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2012,74.7
United States,USA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2012,75.2518
United States,USA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2012,74.1254
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2012,3836.057950907341
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,51.04
Brazil,BRA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2013,52.8162
Brazil,BRA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2013,49.1403
Brazil,BRA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2013,87.94916163605373
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,85.80000305
Canada,CAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2013,2363.0175566300977
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,45.79999924
China,CHN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2013,5.134092309497961
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,84.17
Germany,DEU,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2013,81.4862
Germany,DEU,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2013,86.8616
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2013,2601.183288289548
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,12.30000019
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2013,6.081046876235249
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,88.219428911
Japan,JPN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2013,85.5018
Japan,JPN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2013,91.1412
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2013,1054.7373376750754
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,19.10000038
Nigeria,NGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2013,2.109920879458325
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,46.5
South Africa,ZAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2013,170.0476515656683
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,89.8441
United Kingdom,GBR,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2013,89.2395
United Kingdom,GBR,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2013,90.4595
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2013,2832.0652343384577
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,71.4
United States,USA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2013,71.9062
United States,USA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2013,70.9145
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2013,4294.073707467068
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,54.5510018796392
Brazil,BRA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2014,54.1797
Brazil,BRA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2014,54.9503
Brazil,BRA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,113.84154505397096
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,87.12000275
Canada,CAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,2698.081558012564
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,47.90000153
China,CHN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,9.70507194611695
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,86.1937006578756
Germany,DEU,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2014,83.7069
Germany,DEU,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2014,88.7048
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,3352.78609576143
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,13.5
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,8.337415353278056
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,89.1068330166075
Japan,JPN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2014,86.3918
Japan,JPN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2014,91.9418
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,1376.6695999245735
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,21.0
Nigeria,NGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,2.8402838207401127
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,49.0
South Africa,ZAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,217.6820804838032
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,91.6133009176453
United Kingdom,GBR,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2014,90.3951
United Kingdom,GBR,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2014,92.4564
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,3250.205048050883
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,73.0
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,5115.546833096138
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2015,58.3279517340924
Brazil,BRA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2015,57.5621
Brazil,BRA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2015,59.1559
Brazil,BRA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2015,161.1648159678587
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2015,90.0
Canada,CAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2015,3386.744157556844
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2015,50.29999924
China,CHN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2015,19.559230646587334
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2015,87.5897993525767
Germany,DEU,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2015,85.4955
Germany,DEU,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2015,89.6965
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2015,4297.925886532372
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2015,14.89999962
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2015,11.530660784542246
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2015,91.0580283929962
Japan,JPN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2015,89.3339
Japan,JPN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2015,92.8628
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2015,1504.2747815417529
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2015,22.51420021
Nigeria,NGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2015,3.372285450505711
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2015,51.91910172
South Africa,ZAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2015,266.3268336034828
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2015,92.0002998740234
United Kingdom,GBR,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2015,90.4053
United Kingdom,GBR,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2015,93.568
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2015,4388.234209596387
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2015,74.5542024462761
United States,USA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2015,74.8821
United States,USA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2015,74.2101
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2015,6337.610842095887
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2016,60.8725400681261
Brazil,BRA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2016,61.1209
Brazil,BRA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2016,60.6047
Brazil,BRA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2016,415.98653946763824
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2016,91.16000366
Canada,CAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2016,10221.06874776504
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2016,53.2
China,CHN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2016,47.59653838116718
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2016,84.1652066441212
Germany,DEU,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2016,81.1987
Germany,DEU,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2016,87.2483
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2016,11624.960204274828
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2016,16.5
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2016,37.7418916475687
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2016,93.1827212821617
Japan,JPN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2016,91.7973
Japan,JPN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2016,94.6527
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2016,2108.1872265415973
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2016,24.13750076
Nigeria,NGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2016,45.097386101470654
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2016,54.0
South Africa,ZAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2016,900.7230950867915
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2016,94.7758006318882
United Kingdom,GBR,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2016,94.75
United Kingdom,GBR,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2016,94.7922
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2016,8697.161844953205
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2016,85.5444212887222
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2016,11389.91508458029
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2017,67.4712845236305
Brazil,BRA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2017,67.3369
Brazil,BRA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2017,67.6165
Brazil,BRA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2017,1605.8254417750516
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2017,92.70140076
Canada,CAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2017,26565.38534946227
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2017,54.3
China,CHN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2017,207.64925172699049
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2017,84.3941537010844
Germany,DEU,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2017,81.2078
Germany,DEU,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2017,87.6739
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2017,34181.278435431275
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2017,18.20000076
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2017,121.20038474398036
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2017,91.7265472366635
Japan,JPN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2017,89.7307
Japan,JPN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2017,93.882
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2017,5971.466150017327
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2017,25.87789917
Nigeria,NGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2017,212.37466934526373
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2017,56.16740036
South Africa,ZAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2017,9326.841139094917
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2017,90.4245504868553
United Kingdom,GBR,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2017,88.6765
United Kingdom,GBR,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2017,92.2488
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2017,21226.365896549632
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2017,87.2748891687657
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2017,30199.957160345395
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,70.4342825404361
Brazil,BRA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2018,70.0151
Brazil,BRA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2018,70.8905
Brazil,BRA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2018,2069.602002037182
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,94.64
Canada,CAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2018,30940.81292339198
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,65.35839844
China,CHN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2018,443.51278907297046
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,87.037112092841
Germany,DEU,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2018,84.1628
Germany,DEU,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2018,89.9817
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2018,56406.620710724375
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,20.0813000379384
India,IND,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2018,14.9
India,IND,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2018,25.0
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2018,184.79636635196988
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,88.7463508901772
Japan,JPN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2018,86.4968
Japan,JPN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2018,91.1605
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2018,11644.857307331382
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,27.74370003
Nigeria,NGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2018,176.06235579990712
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,62.40000153
South Africa,ZAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2018,11863.170084056948
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,90.692008988783
United Kingdom,GBR,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2018,89.617
United Kingdom,GBR,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2018,91.8093
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2018,27333.1120732572
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,88.498903165152
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2018,65494.876280195625
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,73.9124399133589
Brazil,BRA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2019,73.4729
Brazil,BRA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2019,74.3905
Brazil,BRA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2019,2788.3961347095715
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,91.91290283
Canada,CAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2019,35872.93962717009
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,64.080881297515
China,CHN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2019,63.0484
China,CHN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2019,65.0694
China,CHN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2019,729.7386955734171
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,88.1345169091916
Germany,DEU,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2019,85.2831
Germany,DEU,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2019,91.0642
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2019,77970.03312988169
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,29.52350044
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2019,382.86205520905867
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,92.7303978145525
Japan,JPN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2019,90.9525
Japan,JPN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2019,94.6445
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2019,18646.99564884351
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,29.74410057
Nigeria,NGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2019,71.7758025238589
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,69.69689941
South Africa,ZAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2019,14105.098712599043
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,92.5166285497138
United Kingdom,GBR,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2019,91.4011
United Kingdom,GBR,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2019,93.6727
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2019,36100.99357627424
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,89.4302848575712
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2019,123268.08312532972
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,81.34269353
Brazil,BRA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2020,84.9105
Brazil,BRA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2020,77.333
Brazil,BRA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,3144.8689352073065
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,92.3
Canada,CAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,39858.72436451708
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,70.05275998
China,CHN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2020,70.4569
China,CHN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2020,69.6681
China,CHN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,948.458649280703
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,89.81294133
Germany,DEU,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2020,87.3028
Germany,DEU,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2020,92.3982
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,97517.56929049
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,43.40544313
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,472.18711296808505
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,90.21945812
Japan,JPN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2020,87.7409
Japan,JPN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2020,92.8485
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,22848.71813148953
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,31.88879967
Nigeria,NGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,71.22557014230081
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,72.1128006
South Africa,ZAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,14123.272333034594
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,94.81820132
United Kingdom,GBR,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2020,94.4143
United Kingdom,GBR,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2020,95.242
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,36638.82229547498
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,90.34470367
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,140775.61044260027
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,80.68989314
Brazil,BRA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2021,79.7915
Brazil,BRA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2021,81.6433
Brazil,BRA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2021,3546.5901088165497
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,93.93710327
Canada,CAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2021,43542.23121714031
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,73.05323517
China,CHN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2021,72.6218
China,CHN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2021,73.4646
China,CHN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2021,1083.9113257243196
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,91.43060973
Germany,DEU,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2021,90.5614
Germany,DEU,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2021,92.2967
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2021,113297.57635930866
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,49.2580986
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2021,528.1904555013332
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,82.91407928
Japan,JPN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2021,79.7779
Japan,JPN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2021,86.2623
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2021,25729.86960787488
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,35.50979996
Nigeria,NGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2021,61.54781469427397
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,74.96859741
South Africa,ZAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2021,16057.580522242286
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,96.19650269
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2021,44117.15787273434
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,91.2684021
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2021,156949.241031093
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,80.52775094
Brazil,BRA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2022,81.1465
Brazil,BRA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2022,79.871
Brazil,BRA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2022,4685.09246377482
